gene_name,surface_evidence
AC245427.2,0
AC245452.1,0
AC245452.5,0
AC245519.1,0
AC245519.2,0
AC245748.3,0
AC245884.1,0
AC245884.10,0
AC245884.8,0
AC245884.9,0
AC246680.1,0
AC246785.3,0
AC246787.2,0
AC246793.1,0
AC246817.1,0
AC246817.2,0
AC247036.1,0
AC253536.3,0
AC253536.6,0
AC253572.1,0
AC253572.2,0
AC253576.2,0
AC254562.2,0
AC254562.3,0
AC254629.1,0
AC254633.1,0
ACAA1,0.214
ACAA2,0.071
ACACA,0
ACACB,0
ACAD10,0
ACAD11,0
ACAD8,0
ACAD9,0.214
ACADL,0
ACADM,0.071
ACADS,0
ACADSB,0
ACADVL,0.214
ACAN,0.071
ACAP1,0.214
ACAP2,0.071
ACAP2-IT1,0
ACAP3,0
ACAT1,0
ACAT2,0.071
ACBD3,0.214
ACBD3-AS1,0
ACBD4,0.643
ACBD5,0.286
ACBD6,0
ACBD7,0.071
ACCS,0
ACCSL,0
ACD,0
ACE,0.857
ACE2,0.714
ACER1,0.643
ACER2,0.786
ACER3,0.643
ACHE,0.929
ACIN1,0.214
ACKR1,0.714
ACKR2,0.857
ACKR3,0.786
ACKR4,0.714
ACLY,0.071
ACMSD,0
ACO1,0
ACO2,0
ACOD1,0
ACOT1,0
ACOT11,0
ACOT12,0.071
ACOT13,0.071
ACOT2,0
ACOT4,0
ACOT6,0
ACOT7,0
ACOT8,0.071
ACOT9,0.143
ACOX1,0.143
ACOX2,0.143
ACOX3,0.071
ACOXL,0
ACOXL-AS1,0
ACP1,0.071
ACP2,0.929
ACP4,0.786
ACP5,0.214
ACP6,0
ACP7,0
ACPP,0.714
ACR,0
ACRBP,0.143
ACRV1,0
ACSBG1,0.214
ACSBG2,0.143
ACSF2,0.071
ACSF3,0
ACSL1,0.714
ACSL3,0.071
ACSL4,0.214
ACSL5,0.786
ACSL6,0.643
ACSM1,0.143
ACSM2A,0.071
ACSM2B,0.143
ACSM3,0
ACSM4,0.071
ACSM5,0.071
ACSM6,0.071
ACSS1,0
ACSS2,0.071
ACSS3,0.143
ACTA1,0
ACTA2,0.071
ACTA2-AS1,0
ACTB,0.143
ACTBL2,0
ACTC1,0.071
ACTG1,0.071
ACTG2,0
ACTL10,0
ACTL6A,0.143
ACTL6B,0
ACTL7A,0
ACTL7B,0
ACTL8,0.071
ACTL9,0
ACTN1,0.214
ACTN1-AS1,0
ACTN2,0
ACTN3,0
ACTN4,0.071
ACTR10,0.143
ACTR1A,0
ACTR1B,0.071
ACTR2,0.071
ACTR3,0
ACTR3B,0
ACTR3C,0
ACTR5,0
ACTR6,0.143
ACTR8,0
ACTRT1,0
ACTRT2,0
ACTRT3,0
ACVR1,0.786
ACVR1B,0.857
ACVR1C,0.714
ACVR2A,0.786
ACVR2B,0.929
ACVR2B-AS1,0
ACVRL1,0.857
ACY1,0
ACY3,0.214
ACYP1,0
ACYP2,0.071
AD000090.1,0
AD000671.3,0
AD001527.1,0
ADA,0.143
ADA2,0
ADAD1,0
ADAD2,0
ADAL,0
ADAM10,0.857
ADAM11,0.857
ADAM12,0.857
ADAM15,0.786
ADAM17,0.929
ADAM18,0.714
ADAM19,0.786
ADAM2,0.714
ADAM20,0.714
ADAM21,0.714
ADAM22,0.929
ADAM23,0.714
ADAM28,0.786
ADAM29,0.857
ADAM30,0.714
ADAM32,0.714
ADAM33,0.929
ADAM7,0.714
ADAM8,0.786
ADAM9,0.786
ADAMDEC1,0
ADAMTS1,0.214
ADAMTS10,0
ADAMTS12,0
ADAMTS13,0.071
ADAMTS14,0
ADAMTS15,0.071
ADAMTS16,0.071
ADAMTS17,0
ADAMTS18,0
ADAMTS19,0.071
ADAMTS19-AS1,0
ADAMTS2,0.143
ADAMTS20,0
ADAMTS3,0
ADAMTS4,0.214
ADAMTS5,0
ADAMTS6,0
ADAMTS7,0.214
ADAMTS8,0
ADAMTS9,0.143
ADAMTS9-AS1,0
ADAMTS9-AS2,0
ADAMTSL1,0.143
ADAMTSL2,0.571
ADAMTSL3,0.143
ADAMTSL4,0.214
ADAMTSL4-AS1,0
ADAMTSL5,0
ADAP1,0.286
ADAP2,0.214
ADAR,0
ADARB1,0
ADARB2,0
ADARB2-AS1,0
ADAT1,0
ADAT2,0
ADAT3,0
ADCK1,0.071
ADCK2,0.286
ADCK5,0.714
ADCY1,0.571
ADCY10,0.214
ADCY2,0.857
ADCY3,0.786
ADCY4,0.786
ADCY5,0.714
ADCY6,0.857
ADCY6-DT,0
ADCY7,0.714
ADCY8,0.571
ADCY9,0.857
ADCYAP1,0
ADCYAP1R1,0.714
ADD1,0.143
ADD2,0.143
ADD3,0.286
ADD3-AS1,0
ADGB,0
ADGRA1,0.643
ADGRA1-AS1,0
ADGRA2,0.571
ADGRA3,0.786
ADGRB1,0.643
ADGRB2,0.643
ADGRB3,0.714
ADGRD1,0.714
ADGRD1-AS1,0
ADGRD2,0.786
ADGRE1,0.786
ADGRE2,0.643
ADGRE3,0.643
ADGRE5,0.786
ADGRF1,0.786
ADGRF2,0.643
ADGRF3,0.643
ADGRF4,0.786
ADGRF5,0.786
ADGRG1,0.643
ADGRG2,0.714
ADGRG3,0.643
ADGRG4,0.786
ADGRG5,0.714
ADGRG6,0.714
ADGRG7,0.857
ADGRL1,0.786
ADGRL2,0.786
ADGRL3,0.714
ADGRL3-AS1,0
ADGRL4,0.786
ADGRV1,0.714
ADH1A,0.214
ADH1B,0.214
ADH1C,0.214
ADH4,0
ADH5,0
ADH6,0
ADH7,0.214
ADHFE1,0.071
ADI1,0.071
ADIG,0.643
ADIPOQ,0.071
ADIPOQ-AS1,0
ADIPOR1,0.643
ADIPOR2,0.714
ADIRF,0
ADIRF-AS1,0
ADK,0.143
ADM,0
ADM2,0
ADM5,0
ADNP,0
ADNP-AS1,0
ADNP2,0
ADO,0
ADORA1,0.857
ADORA2A,0.857
ADORA2A-AS1,0
ADORA2B,0.857
ADORA3,0.857
ADPGK,0.571
ADPGK-AS1,0
ADPRH,0.071
ADPRHL1,0
ADPRHL2,0
ADPRM,0.143
ADRA1A,0.714
ADRA1B,0.929
ADRA1D,0.857
ADRA2A,0.929
ADRA2B,0.714
ADRA2C,0.786
ADRB1,0.857
ADRB2,0.786
ADRB3,0.714
ADRM1,0.214
ADSL,0
ADSS,0
ADSSL1,0.071
ADTRP,0.786
AEBP1,0.143
AEBP2,0
AEN,0.143
AF001548.1,0
AF001548.2,0
AF001550.1,0
AF015262.1,0
AF015720.1,0
AF038458.2,0
AF038458.3,0
AF064858.1,0
AF064858.2,0
AF064860.1,0
AF064860.2,0
AF064866.1,0
AF067845.1,0
AF067845.2,0
AF067845.4,0
AF067845.5,0
AF096876.1,0
AF099810.1,0
AF106564.1,0
AF107885.2,0
AF111167.1,0
AF111167.2,0
AF111169.1,0
AF111169.2,0
AF111169.3,0
AF111169.4,0
AF117829.1,0
AF121898.1,0
AF123462.1,0
AF124730.1,0
AF127577.1,0
AF127577.2,0
AF127577.3,0
AF127577.5,0
AF127936.1,0
AF127936.2,0
AF129075.1,0
AF129075.2,0
AF129075.3,0
AF129408.1,0
AF130359.1,0
AF130417.1,0
AF131215.2,0
AF131215.3,0
AF131215.4,0
AF131215.5,0
AF131215.6,0
AF131215.7,0
AF131216.1,0
AF131216.3,0
AF131216.4,0
AF131216.5,0
AF165147.1,0
AF178030.1,0
AF181450.1,0
AF186192.1,0
AF186192.3,0
AF196972.1,0
AF212831.1,0
AF213884.3,0
AF228727.1,0
AF230666.1,0
AF230666.2,0
AF233439.1,0
AF233439.2,0
AF233439.3,0
AF235103.1,0
AF235103.3,0
AF240627.1,0
AF241725.1,0
AF241728.1,0
AF241728.2,0
AF250324.1,0
AF274573.1,0
AF274853.1,0
AF279873.3,0
AF279873.4,0
AF287957.1,0
AF305872.2,0
AFAP1,0
AFAP1-AS1,0
AFAP1L1,0
AFAP1L2,0.214
AFDN,0.214
AFDN-DT,0
AFF1,0
AFF2,0
AFF2-IT1,0
AFF3,0
AFF4,0
AFG1L,0.143
AFG3L2,0.714
AFM,0
AFMID,0
AFP,0
AFTPH,0.071
AGA,0
AGAP1,0
AGAP1-IT1,0
AGAP2,0
AGAP2-AS1,0
AGAP3,0
AGAP4,0
AGAP5,0
AGAP6,0
AGAP9,0
AGBL1,0
AGBL1-AS1,0
AGBL2,0
AGBL3,0
AGBL4,0
AGBL4-IT1,0
AGBL5,0
AGBL5-AS1,0
AGBL5-IT1,0
AGER,0.929
AGFG1,0.071
AGFG2,0.071
AGGF1,0
AGK,0
AGL,0
AGMAT,0
AGMO,0.571
AGO1,0
AGO2,0.071
AGO3,0
AGO4,0
AGPAT1,0.786
AGPAT2,0.643
AGPAT3,0.786
AGPAT4,0.786
AGPAT5,0.786
AGPS,0.143
AGR2,0.071
AGR3,0.071
AGRN,0.857
AGRP,0
AGT,0.5
AGTPBP1,0.143
AGTR1,0.786
AGTR2,0.929
AGTRAP,0.786
AGXT,0.071
AGXT2,0
AHCTF1,0.071
AHCY,0
AHCYL1,0.071
AHCYL2,0.143
AHDC1,0
AHI1,0
AHNAK,0.143
AHNAK2,0.143
AHR,0
AHRR,0
AHSA1,0
AHSG,0.071
AHSP,0
AICDA,0
AIDA,0.071
AIF1,0.071
AIF1L,0.071
AIFM1,0.714
AIFM2,0.357
AIFM3,0.071
AIG1,0.786
AIM2,0
AIMP1,0.071
AIMP2,0
AIP,0.071
AIPL1,0
AIRE,0
AIRN,0
AJ003147.1,0
AJ003147.2,0
AJ006995.1,0
AJ009632.1,0
AJ009632.2,0
AJ011931.1,0
AJ011931.2,0
AJ011932.1,0
AJ239318.1,0
AJ239322.1,0
AJ239322.2,0
AJ239328.1,0
AJAP1,0.714
AJM1,0.071
AJUBA,0.214
AK1,0.071
AK2,0
AK3,0
AK4,0
AK5,0
AK6,0.071
AK7,0
AK8,0
AK9,0.143
AKAIN1,0
AKAP1,0.643
AKAP10,0.786
AKAP11,0.286
AKAP12,0.286
AKAP13,0.214
AKAP14,0
AKAP17A,0
AKAP3,0
AKAP4,0.071
AKAP5,0.071
AKAP6,0.143
AKAP7,0.214
AKAP8,0
AKAP8L,0
AKAP9,0.143
AKIP1,0
AKIRIN1,0.071
AKIRIN2,0
AKNA,0
AKNAD1,0
AKR1A1,0.071
AKR1B1,0
AKR1B10,0.071
AKR1B15,0.071
AKR1C1,0.071
AKR1C2,0
AKR1C3,0
AKR1C4,0.071
AKR1C8P,0
AKR1D1,0
AKR1E2,0
AKR7A2,0.143
AKR7A3,0
AKT1,0.071
AKT1S1,0
AKT2,0.214
AKT3,0.071
AKT3-IT1,0
AKTIP,0.071
AL008582.1,0
AL008626.1,0
AL008628.1,0
AL008633.1,0
AL008635.1,0
AL008636.1,0
AL008638.1,0
AL008638.2,0
AL008638.3,0
AL008638.4,0
AL008638.5,0
AL008638.6,0
AL008718.2,0
AL008718.3,0
AL008719.1,0
AL008720.1,0
AL008721.1,0
AL008721.2,0
AL008723.1,0
AL008723.2,0
AL008725.1,0
AL008726.1,0
AL008727.1,0
AL008729.1,0
AL008729.2,0
AL008730.1,0
AL008733.1,0
AL009031.1,0
AL009050.1,0
AL009176.1,0
AL009177.1,0
AL009178.2,0
AL009178.3,0
AL009179.1,0
AL009179.2,0
AL009179.3,0
AL009181.1,0
AL020993.1,0
AL020994.1,0
AL020994.2,0
AL020994.3,0
AL020995.1,0
AL020996.1,0
AL020996.3,0
AL020997.2,0
AL020997.3,0
AL020997.4,0
AL020997.5,0
AL020998.1,0
AL021026.1,0
AL021153.1,0
AL021154.1,0
AL021155.5,0
AL021308.1,0
AL021328.1,0
AL021368.1,0
AL021368.2,0
AL021368.3,0
AL021368.5,0
AL021391.1,0
AL021392.1,0
AL021393.1,0
AL021395.1,0
AL021396.1,0
AL021408.1,0
AL021578.1,0
AL021707.1,0
AL021707.2,0
AL021707.3,0
AL021707.4,0
AL021707.5,0
AL021707.6,0
AL021707.7,0
AL021707.8,0
AL021707.9,0
AL021807.1,0
AL021877.2,0
AL021878.2,0
AL021917.1,0
AL021918.3,0
AL021918.4,0
AL021918.5,0
AL021920.1,0
AL021920.3,0
AL021937.3,0
AL021937.4,0
AL021940.1,0
AL021978.1,0
AL022067.1,0
AL022068.1,0
AL022069.1,0
AL022069.3,0
AL022097.1,0
AL022098.1,0
AL022100.2,0
AL022151.1,0
AL022157.1,0
AL022162.1,0
AL022170.1,0
AL022238.2,0
AL022238.3,0
AL022310.1,0
AL022311.1,0
AL022312.1,0
AL022313.2,0
AL022313.3,0
AL022313.4,0
AL022314.1,0
AL022315.1,0
AL022316.1,0
AL022318.1,0
AL022318.5,0
AL022322.1,0
AL022322.2,0
AL022323.1,0
AL022323.2,0
AL022323.3,0
AL022323.4,0
AL022323.5,0
AL022324.3,0
AL022326.1,0
AL022328.1,0
AL022328.2,0
AL022328.3,0
AL022328.4,0
AL022329.1,0
AL022329.2,0
AL022329.3,0
AL022332.1,0
AL022334.2,0
AL022337.1,0
AL022341.1,0
AL022341.2,0
AL022344.1,0
AL022345.4,0
AL022396.1,0
AL022397.1,0
AL022476.1,0
AL022724.2,0
AL022724.3,0
AL022725.1,0
AL022726.1,0
AL023283.1,0
AL023284.4,0
AL023495.1,0
AL023553.1,0
AL023574.1,0
AL023581.1,0
AL023581.2,0
AL023583.1,0
AL023584.1,0
AL023584.2,0
AL023653.1,0
AL023693.1,0
AL023754.1,0
AL023754.2,0
AL023755.1,0
AL023775.2,0
AL023802.1,0
AL023803.1,0
AL023803.2,0
AL023803.3,0
AL023806.1,0
AL023806.2,0
AL023806.4,0
AL023877.1,0
AL023881.1,0
AL023882.1,0
AL023913.1,0
AL024474.2,0
AL024495.1,0
AL024497.1,0
AL024497.2,0
AL024498.1,0
AL024507.2,0
AL024508.1,0
AL024508.2,0
AL031005.1,0
AL031005.2,0
AL031008.1,0
AL031055.1,0
AL031056.1,0
AL031056.2,0
AL031058.1,0
AL031073.2,0
AL031118.1,0
AL031121.2,0
AL031121.3,0
AL031123.1,0
AL031123.2,0
AL031123.4,0
AL031123.5,0
AL031186.1,0
AL031259.1,0
AL031275.1,0
AL031280.1,0
AL031283.1,0
AL031283.2,0
AL031283.3,0
AL031289.1,0
AL031289.2,0
AL031290.1,0
AL031291.1,0
AL031293.1,0
AL031386.1,0
AL031428.1,0
AL031429.1,0
AL031429.2,0
AL031430.1,0
AL031432.1,0
AL031432.3,0
AL031432.4,0
AL031432.5,0
AL031584.3,0
AL031587.1,0
AL031587.2,0
AL031587.3,0
AL031587.4,0
AL031590.1,0
AL031593.1,0
AL031595.2,0
AL031595.3,0
AL031598.1,0
AL031599.1,0
AL031600.1,0
AL031600.2,0
AL031600.3,0
AL031602.2,0
AL031651.1,0
AL031651.2,0
AL031656.1,0
AL031658.1,0
AL031658.2,0
AL031663.2,0
AL031663.3,0
AL031666.1,0
AL031666.2,0
AL031666.3,0
AL031667.3,0
AL031668.1,0
AL031668.2,0
AL031670.1,0
AL031673.1,0
AL031674.1,0
AL031676.1,0
AL031687.1,0
AL031705.1,0
AL031709.1,0
AL031710.1,0
AL031710.2,0
AL031714.1,0
AL031716.1,0
AL031717.1,0
AL031722.1,0
AL031726.1,0
AL031726.2,0
AL031727.2,0
AL031728.1,0
AL031731.1,0
AL031733.2,0
AL031767.1,0
AL031767.2,0
AL031768.1,0
AL031768.2,0
AL031770.1,0
AL031772.1,0
AL031773.1,0
AL031775.1,0
AL031775.2,0
AL031778.1,0
AL031779.1,0
AL031846.2,0
AL031847.1,0
AL031848.1,0
AL031848.2,0
AL031963.1,0
AL031963.2,0
AL031963.3,0
AL031985.3,0
AL031985.4,0
AL032819.1,0
AL032819.3,0
AL032821.1,0
AL033379.1,0
AL033380.1,0
AL033381.1,0
AL033381.2,0
AL033381.3,0
AL033384.1,0
AL033384.2,0
AL033397.1,0
AL033397.2,0
AL033504.1,0
AL033519.4,0
AL033519.5,0
AL033523.1,0
AL033527.2,0
AL033527.3,0
AL033527.4,0
AL033528.2,0
AL033530.1,0
AL033539.1,0
AL033539.2,0
AL033543.1,0
AL034345.2,0
AL034346.1,0
AL034347.1,0
AL034348.1,0
AL034349.1,0
AL034351.3,0
AL034351.4,0
AL034374.1,0
AL034376.1,0
AL034376.2,0
AL034380.1,0
AL034397.2,0
AL034397.3,0
AL034405.1,0
AL034417.2,0
AL034417.3,0
AL034417.4,0
AL034422.1,0
AL034427.1,0
AL034428.1,0
AL034430.1,0.643
AL034430.2,0.143
AL034546.1,0
AL034548.1,0
AL034548.2,0
AL034550.1,0
AL034550.2,0
AL034550.3,0
AL035045.1,0
AL035071.1,0
AL035071.2,0
AL035078.1,0
AL035078.2,0
AL035078.3,0
AL035106.1,0
AL035250.1,0
AL035250.2,0
AL035251.1,0
AL035252.2,0
AL035252.3,0
AL035252.5,0
AL035258.1,0
AL035401.1,0
AL035404.2,0
AL035409.1,0
AL035411.3,0
AL035412.1,0
AL035415.1,0
AL035416.1,0
AL035420.1,0
AL035420.2,0
AL035420.3,0
AL035425.1,0
AL035425.3,0
AL035427.1,0
AL035427.2,0
AL035443.1,0
AL035446.1,0
AL035446.2,0
AL035447.1,0
AL035448.1,0
AL035454.1,0
AL035458.2,0
AL035461.2,0
AL035467.2,0
AL035530.2,0
AL035541.1,0
AL035587.1,0
AL035587.2,0
AL035587.3,0
AL035588.1,0
AL035603.1,0
AL035604.1,0
AL035634.1,0
AL035658.1,0
AL035661.1,0
AL035661.2,0
AL035665.1,0
AL035665.2,0
AL035670.1,0
AL035681.1,0
AL035691.1,0
AL035693.1,0
AL035694.1,0
AL035696.1,0
AL035696.3,0
AL035696.4,0
AL035701.1,0
AL035706.1,0
AL049536.1,0
AL049539.1,0
AL049541.1,0
AL049541.2,0
AL049543.1,0
AL049548.1,0
AL049552.1,0
AL049552.2,0
AL049555.1,0
AL049557.1,0
AL049569.1,0
AL049569.2,0
AL049594.1,0
AL049597.2,0
AL049612.1,0
AL049629.1,0
AL049637.1,0
AL049637.2,0
AL049646.1,0
AL049646.2,0
AL049646.3,0
AL049647.1,0
AL049648.1,0
AL049649.1,0
AL049651.1,0
AL049651.2,0
AL049712.1,0
AL049747.1,0
AL049748.1,0
AL049749.1,0
AL049765.1,0
AL049775.1,0
AL049775.2,0
AL049775.3,0
AL049779.4,0
AL049780.1,0
AL049780.2,0
AL049794.1,0
AL049794.2,0
AL049795.1,0
AL049795.2,0
AL049796.1,0
AL049812.2,0
AL049812.3,0
AL049820.1,0
AL049825.1,0
AL049828.1,0
AL049828.2,0
AL049829.2,0
AL049830.3,0
AL049833.1,0
AL049833.2,0
AL049833.4,0
AL049835.1,0
AL049836.1,0
AL049836.2,0
AL049838.1,0
AL049839.3,0
AL049840.2,0
AL049840.3,0
AL049840.4,0
AL049840.5,0
AL049840.6,0
AL049869.2,0
AL049869.3,0
AL049870.2,0
AL049870.3,0
AL049871.1,0
AL049874.3,0
AL050303.1,0
AL050309.1,0
AL050320.1,0
AL050327.1,0
AL050331.2,0
AL050338.1,0
AL050338.2,0
AL050341.2,0
AL050343.2,0
AL050343.3,0
AL050344.1,0
AL050349.1,0
AL050350.1,0
AL050402.1,0
AL050402.2,0
AL050403.1,0
AL050403.2,0
AL050404.1,0
AL078459.1,0
AL078581.2,0
AL078581.3,0
AL078581.4,0
AL078582.1,0
AL078582.2,0
AL078587.1,0
AL078587.2,0
AL078590.1,0
AL078590.2,0
AL078599.2,0
AL078600.1,0
AL078602.1,0
AL078604.2,0
AL078604.4,0
AL078605.1,0
AL078612.1,0
AL078612.2,0
AL078621.4,0
AL078622.1,0
AL078623.1,0
AL078644.2,0
AL078645.1,0
AL079301.1,0
AL079303.1,0
AL079304.1,0
AL079307.1,0
AL079307.2,0
AL079338.1,0
AL079343.1,0
AL080248.1,0
AL080250.1,0
AL080273.1,0
AL080275.1,0
AL080276.2,0
AL080284.1,0
AL080312.2,0
AL080313.1,0
AL080313.2,0
AL080316.1,0
AL080317.1,0
AL080317.2,0
AL096677.1,0
AL096677.2,0
AL096678.1,0
AL096701.3,0
AL096701.4,0
AL096706.1,0
AL096709.1,0
AL096712.2,0
AL096772.1,0
AL096794.1,0
AL096799.1,0
AL096803.2,0
AL096803.4,0
AL096814.1,0
AL096814.2,0
AL096828.1,0
AL096828.2,0
AL096828.3,0
AL096828.5,0
AL096828.6,0
AL096840.2,0
AL096854.1,0
AL096865.1,0
AL096869.1,0
AL096869.2,0
AL096869.3,0
AL096870.6,0
AL096870.8,0
AL109610.1,0
AL109613.1,0
AL109614.1,0
AL109615.2,0
AL109615.3,0
AL109615.4,0
AL109627.1,0
AL109628.2,0
AL109653.3,0
AL109659.1,0
AL109659.2,0
AL109741.1,0
AL109761.1,0
AL109763.1,0
AL109767.1,0
AL109806.2,0
AL109807.1,0
AL109809.5,0
AL109810.2,0
AL109811.1,0
AL109811.2,0
AL109824.1,0
AL109828.1,0
AL109829.1,0
AL109837.2,0
AL109837.3,0
AL109838.1,0
AL109840.2,0
AL109910.1,0
AL109910.2,0
AL109914.1,0
AL109917.1,0
AL109920.1,0
AL109923.1,0
AL109924.1,0
AL109924.2,0
AL109924.4,0
AL109930.1,0
AL109933.1,0
AL109933.5,0
AL109935.1,0
AL109936.2,0
AL109936.6,0
AL109945.1,0
AL109946.1,0
AL109947.1,0
AL109954.1,0
AL109954.2,0
AL109955.1,0
AL109955.2,0
AL109976.1,0
AL109984.1,0
AL110114.1,0
AL110115.1,0
AL110115.2,0
AL110292.1,0
AL110503.1,0
AL110504.1,0
AL110505.1,0
AL117190.2,0
AL117209.1,0
AL117327.1,0
AL117328.2,0
AL117329.1,0
AL117332.1,0
AL117335.1,0
AL117336.1,0
AL117336.2,0
AL117339.4,0
AL117341.1,0
AL117344.2,0
AL117348.1,0
AL117350.1,0
AL117353.1,0
AL117372.1,0
AL117378.1,0
AL117379.1,0
AL117381.1,0
AL117382.1,0
AL117382.2,0
AL118505.1,0
AL118506.1,0
AL118508.1,0
AL118511.1,0
AL118511.2,0
AL118511.3,0
AL118511.4,0
AL118516.1,0
AL118522.1,0
AL118523.1,0
AL118556.1,0
AL118558.3,0
AL118558.4,0
AL121574.1,0
AL121578.2,0
AL121578.3,0
AL121581.2,0
AL121582.1,0
AL121583.1,0
AL121584.1,0
AL121601.1,0
AL121603.2,0
AL121612.1,0
AL121612.2,0
AL121652.1,0
AL121655.1,0
AL121658.1,0
AL121672.1,0
AL121672.2,0
AL121672.3,0
AL121718.1,0
AL121721.1,0
AL121748.1,0
AL121749.1,0
AL121749.2,0
AL121750.1,0
AL121757.1,0
AL121757.2,0
AL121757.3,0
AL121759.1,0
AL121759.2,0
AL121761.1,0
AL121762.1,0
AL121762.2,0
AL121768.1,0
AL121772.1,0
AL121772.2,0
AL121772.3,0
AL121781.1,0
AL121782.1,0
AL121787.1,0
AL121790.1,0
AL121790.2,0
AL121796.1,0
AL121809.1,0
AL121809.2,0
AL121820.1,0
AL121820.2,0
AL121820.3,0
AL121821.2,0
AL121823.1,0
AL121827.1,0
AL121827.2,0
AL121829.1,0
AL121829.2,0
AL121830.1,0
AL121832.1,0
AL121832.2,0
AL121832.3,0
AL121839.2,0
AL121845.1,0
AL121845.4,0
AL121852.1,0
AL121872.1,0
AL121885.1,0
AL121885.2,0
AL121885.3,0
AL121888.1,0
AL121888.2,0
AL121890.2,0
AL121890.3,0
AL121890.4,0
AL121890.5,0
AL121892.1,0
AL121894.1,0
AL121894.2,0
AL121894.3,0
AL121895.1,0
AL121895.2,0
AL121897.1,0
AL121899.1,0
AL121899.3,0
AL121899.4,0
AL121900.1,0
AL121901.1,0
AL121902.1,0
AL121904.1,0
AL121904.2,0
AL121906.1,0
AL121906.2,0
AL121908.1,0
AL121910.1,0
AL121917.1,0
AL121917.2,0
AL121928.1,0
AL121929.1,0
AL121929.2,0
AL121929.3,0
AL121932.2,0
AL121933.2,0
AL121935.1,0
AL121935.2,0
AL121935.3,0
AL121936.1,0
AL121938.1,0
AL121944.1,0
AL121956.1,0
AL121956.4,0
AL121956.6,0
AL121957.1,0
AL121970.1,0
AL121972.1,0
AL121974.1,0
AL121977.2,0
AL121981.1,0
AL121985.1,0
AL121987.1,0
AL121987.2,0
AL121988.1,0
AL121989.1,0
AL121990.1,0
AL121992.1,0
AL121992.2,0
AL121992.3,0
AL121999.1,0
AL122003.2,0
AL122008.1,0
AL122008.3,0
AL122008.4,0
AL122010.1,0
AL122014.1,0
AL122017.1,0
AL122018.2,0
AL122020.2,0
AL122023.1,0
AL122034.1,0
AL122035.1,0
AL122035.2,0
AL122058.1,0
AL122125.1,0
AL132633.1,0
AL132639.2,0
AL132639.3,0
AL132642.1,0
AL132655.1,0
AL132655.2,0
AL132655.3,0
AL132656.2,0
AL132656.3,0
AL132657.1,0
AL132657.2,0
AL132671.1,0
AL132708.1,0
AL132709.7,0
AL132709.8,0
AL132711.1,0
AL132712.1,0
AL132712.2,0
AL132718.1,0
AL132719.1,0
AL132765.2,0
AL132775.1,0
AL132775.2,0
AL132780.1,0
AL132780.2,0
AL132796.1,0
AL132796.2,0
AL132799.1,0
AL132800.1,0
AL132801.1,0
AL132819.1,0
AL132822.1,0
AL132855.1,0
AL132857.1,0
AL132875.2,0
AL132875.3,0
AL132981.1,0
AL132982.1,0
AL132986.1,0
AL132989.1,0
AL132989.2,0
AL132990.1,0
AL132996.1,0
AL133153.2,0
AL133163.2,0
AL133163.3,0
AL133166.1,0
AL133167.1,0
AL133215.1,0
AL133215.2,0
AL133215.3,0
AL133216.1,0
AL133227.1,0
AL133230.1,0
AL133232.1,0
AL133240.1,0
AL133240.2,0
AL133243.1,0
AL133243.2,0
AL133243.3,0
AL133244.2,0
AL133245.1,0
AL133247.1,0
AL133255.1,0
AL133257.1,0
AL133259.1,0
AL133260.2,0
AL133268.2,0
AL133268.3,0
AL133268.4,0
AL133279.1,0
AL133279.2,0
AL133279.3,0
AL133284.1,0
AL133297.1,0
AL133297.2,0
AL133299.1,0
AL133304.1,0
AL133304.2,0
AL133304.3,0
AL133313.1,0
AL133319.1,0
AL133320.2,0
AL133325.2,0
AL133325.3,0
AL133329.1,0
AL133330.1,0
AL133330.2,0
AL133331.1,0
AL133334.1,0
AL133335.1,0
AL133335.2,0
AL133338.1,0
AL133342.1,0
AL133343.1,0
AL133343.2,0
AL133346.1,0
AL133351.1,0
AL133351.2,0
AL133353.1,0
AL133355.1,0
AL133367.1,0
AL133368.2,0
AL133370.1,0
AL133371.1,0
AL133371.2,0
AL133371.3,0
AL133372.2,0
AL133372.3,0
AL133375.1,0
AL133383.1,0
AL133387.1,0
AL133387.2,0
AL133390.1,0
AL133395.1,0
AL133396.2,0
AL133405.1,0
AL133405.2,0
AL133406.2,0
AL133410.1,0
AL133410.2,0
AL133415.1,0
AL133419.1,0
AL133444.1,0
AL133445.2,0
AL133445.3,0
AL133453.1,0
AL133456.1,0
AL133457.1,0
AL133464.1,0
AL133465.1,0
AL133467.1,0
AL133467.2,0
AL133467.4,0
AL133475.1,0
AL133476.1,0
AL133477.2,0
AL133477.3,0
AL133480.1,0
AL133481.1,0
AL133481.3,0
AL133482.1,0
AL133485.2,0
AL133485.3,0
AL133492.1,0
AL133493.1,0
AL133493.2,0
AL133499.1,0
AL133516.1,0
AL133520.1,0
AL133523.1,0
AL133538.1,0
AL133551.1,0
AL133553.1,0
AL133553.2,0
AL135744.1,0
AL135746.1,0
AL135784.1,0
AL135785.1,0
AL135786.2,0
AL135787.1,0
AL135790.1,0
AL135791.1,0
AL135818.1,0
AL135818.2,0
AL135818.3,0
AL135838.1,0
AL135841.1,0
AL135878.1,0
AL135902.1,0
AL135902.2,0
AL135905.1,0
AL135905.2,0
AL135908.1,0
AL135910.1,0
AL135923.1,0
AL135923.2,0
AL135924.2,0
AL135925.1,0
